"","chromosome","start","stop","driver_line","X5","X6","gene"
"466","chr2L",3674117,3676749,"R75G11",1000,"+",NA
"467","chr2L",3675190,3677275,"VT01888",50,".",NA
"468","chr2L",3675838,3678095,"R82G04",1000,"+",NA
"469","chr2L",3679046,3681571,"R75H03",1000,"+","Drgx"
"470","chr2L",3680819,3683627,"R82G05",1000,"+",NA
"471","chr2L",3687114,3689977,"R75H02",1000,"+",NA
"472","chr2L",3690455,3690863,"R75H01",1000,"+",NA
"473","chr2L",3772664,3776121,"R41C03",1000,"+",NA
"474","chr2L",3778957,3779719,"R36G10",1000,"+",NA
"475","chr2L",3780545,3781940,"R39C06",1000,"+",NA
"476","chr2L",3815196,3817470,"VT01964",50,".",NA
"477","chr2L",3816924,3819029,"VT01965",50,".",NA
"478","chr2L",3817265,3821014,"R35H02",1000,"+","slp1"
"479","chr2L",3818514,3820578,"VT01966",50,".",NA
"480","chr2L",3819720,3822397,"R35A08",1000,"+","slp1"
"481","chr2L",3820069,3822166,"VT01967",50,".",NA
"482","chr2L",3821714,3825360,"R35G02",1000,"+","slp1"
"483","chr2L",3827045,3829231,"VT01970",50,".",NA
"484","chr2L",3827291,3831192,"R79H10",1000,"+",NA
"485","chr2L",3828414,3830695,"VT01971",50,".",NA
"486","chr2L",3829962,3832146,"VT01972",50,".",NA
"487","chr2L",3830094,3833128,"R79H09",1000,"+","slp2"
"488","chr2L",3831420,3833497,"VT01973",50,".",NA
"489","chr2L",3832497,3833703,"R79H08",1000,"+","slp2"
"490","chr2L",3832858,3834942,"VT01974",50,".",NA
"491","chr2L",3839221,3840571,"R79H07",1000,"+",NA
"492","chr2L",3839544,3843145,"R79H11",1000,"+",NA
"493","chr2L",3842682,3844889,"VT01978",50,".",NA
"494","chr2L",3844454,3846610,"VT01979",50,".",NA
"495","chr2L",3846245,3848335,"VT01980",50,".",NA
"496","chr2L",3848042,3850152,"VT01981",50,".",NA
"497","chr2L",3849824,3851957,"VT01982",50,".",NA
"498","chr2L",3855117,3857221,"VT01985",50,".",NA
"499","chr2L",3858699,3860810,"VT01987",50,".",NA
"500","chr2L",3900697,3902864,"VT02012",50,".",NA
"501","chr2L",3905480,3907619,"VT02014",50,".",NA
"502","chr2L",3907243,3909375,"VT02015",50,".",NA
"503","chr2L",3908937,3911140,"VT02016",50,".",NA
"504","chr2L",3911146,3911868,"VT02017",50,".",NA
"505","chr2L",3914144,3914869,"VT02018",50,".",NA
"506","chr2L",3914843,3916873,"VT02019",50,".",NA
"507","chr2L",3921399,3923529,"VT02021",50,".",NA
"508","chr2L",3923123,3925259,"VT02022",50,".",NA
"509","chr2L",3926475,3928679,"VT02024",50,".",NA
"510","chr2L",3929817,3932005,"VT02026",50,".",NA
"511","chr2L",3931516,3933670,"VT02027",50,".",NA
"512","chr2L",3933223,3935329,"VT02028",50,".",NA
"513","chr2L",3934958,3937071,"VT02029",50,".",NA
"514","chr2L",3939877,3942108,"VT02032",50,".",NA
"515","chr2L",3941679,3943789,"VT02033",50,".",NA
"516","chr2L",3943312,3945524,"VT02034",50,".",NA
"517","chr2L",3947070,3949825,"VT02036",50,".",NA
"518","chr2L",3949075,3951158,"VT02037",50,".",NA
"519","chr2L",3950831,3952956,"VT02038",50,".",NA
"520","chr2L",3952572,3954670,"VT02039",50,".",NA
"521","chr2L",3956039,3958206,"VT02041",50,".",NA
"522","chr2L",3957600,3959942,"VT02042",50,".",NA
"523","chr2L",3959573,3961720,"VT02043",50,".",NA
"524","chr2L",3961385,3963568,"VT02044",50,".",NA
"525","chr2L",3963084,3965258,"VT02045",50,".",NA
"526","chr2L",3966598,3968858,"VT02047",50,".",NA
"527","chr2L",3970171,3972359,"VT02049",50,".",NA
"528","chr2L",3971824,3974038,"VT02050",50,".",NA
"529","chr2L",3973697,3975895,"VT02051",50,".",NA
"530","chr2L",3975335,3977532,"VT02052",50,".",NA
"531","chr2L",3977172,3979301,"VT02053",50,".",NA
"532","chr2L",3978950,3981062,"VT02054",50,".",NA
"533","chr2L",3980731,3982835,"VT02055",50,".",NA
"534","chr2L",3984182,3986355,"VT02057",50,".",NA
"535","chr2L",3985975,3988097,"VT02058",50,".",NA
"536","chr2L",3989506,3991676,"VT02060",50,".",NA
"537","chr2L",3991275,3993374,"VT02061",50,".",NA
"538","chr2L",3993042,3995140,"VT02062",50,".",NA
"539","chr2L",3994783,3996886,"VT02063",50,".",NA
"540","chr2L",3996501,3998763,"VT02064",50,".",NA
"541","chr2L",4001570,4004124,"VT02067",50,".",NA
"542","chr2L",4007917,4010020,"VT02071",50,".",NA
"543","chr2L",4009687,4011810,"VT02072",50,".",NA
"544","chr2L",4011442,4013565,"VT02073",50,".",NA
"545","chr2L",4013218,4015436,"VT02074",50,".",NA
"546","chr2L",4015007,4017094,"VT02075",50,".",NA
"547","chr2L",4018545,4020642,"VT02077",50,".",NA
"548","chr2L",4022083,4024320,"VT02079",50,".",NA
"549","chr2L",4023798,4026055,"VT02080",50,".",NA
"550","chr2L",4025604,4027724,"VT02081",50,".",NA
"551","chr2L",4028880,4031424,"VT02083",50,".",NA
"552","chr2L",4280575,4283186,"VT02208",50,".",NA
"553","chr2L",4283178,4285245,"VT02209",50,".",NA
"554","chr2L",4283187,4284808,"R91F02",1000,"+","tutl"
"555","chr2L",4284704,4286926,"VT02210",50,".",NA
"556","chr2L",4284946,4288874,"R91E06",1000,"+","tutl"
"557","chr2L",4286471,4288638,"VT02211",50,".",NA
"558","chr2L",4287398,4289675,"R91E09",1000,"+","tutl"
"559","chr2L",4288059,4290258,"VT02212",50,".",NA
"560","chr2L",4289855,4291957,"VT02213",50,".",NA
"561","chr2L",4291481,4293712,"VT02214",50,".",NA
"562","chr2L",4293109,4295323,"VT02215",50,".",NA
"563","chr2L",4295549,4297666,"VT02216",50,".",NA
"564","chr2L",4298624,4300748,"VT02218",50,".",NA
"565","chr2L",4299165,4300471,"R91F01",1000,"+",NA
"566","chr2L",4299708,4303386,"R91E12",1000,"+","tutl"
"567","chr2L",4300168,4302288,"VT02219",50,".",NA
"568","chr2L",4303574,4304637,"R91F07",1000,"+",NA
"569","chr2L",4305656,4307225,"R91F03",1000,"+","tutl"
"570","chr2L",4308355,4310501,"VT02223",50,".",NA
"571","chr2L",4308383,4308800,"R91F06",1000,"+","tutl"
"572","chr2L",4308823,4311519,"R91F04",1000,"+",NA
"573","chr2L",4309607,4311739,"VT02224",50,".",NA
"574","chr2L",4310286,4314231,"R91E05",1000,"+","tutl"
"575","chr2L",4310769,4312973,"VT02225",50,".",NA
"576","chr2L",4312089,4314309,"VT02226",50,".",NA
"577","chr2L",4315790,4318617,"R91F05",1000,"+","tutl"
"578","chr2L",4317282,4319466,"VT02228",50,".",NA
"579","chr2L",4318669,4319400,"R91E11",1000,"+",NA
"580","chr2L",4321210,4322668,"VT02229",50,".",NA
"581","chr2L",4323404,4324781,"R90A08",1000,"+",NA
"582","chr2L",4325097,4328974,"R55H01",1000,"+",NA
"583","chr2L",4329888,4330385,"R54D01",1000,"+",NA
"584","chr2L",4357035,4359107,"VT02248",50,".",NA
"585","chr2L",4436945,4439113,"VT02288",50,".",NA
"586","chr2L",4438503,4440620,"VT02289",50,".",NA
"587","chr2L",4469396,4471679,"VT02308",50,".",NA
"588","chr2L",4469934,4471027,"R83F03",1000,"-",NA
"589","chr2L",4471064,4472015,"R83E12",1000,"-","ine"
"590","chr2L",4472097,4472974,"R83E10",1000,"-","ine"
"591","chr2L",4473158,4473711,"R83E11",1000,"-",NA
"592","chr2L",4473952,4474378,"R83F02",1000,"-","ine"
"593","chr2L",4474947,4477043,"VT02311",50,".",NA
"594","chr2L",4475228,4476693,"R83F01",1000,"-","ine"
"595","chr2L",4477160,4479333,"R88H12",1000,"-","unpg"
"596","chr2L",4569055,4571270,"VT02329",50,".",NA
"597","chr2L",4736262,4738550,"VT02408",50,".",NA
"598","chr2L",4745242,4747368,"VT02413",50,".",NA
"599","chr2L",4770364,4772569,"VT02427",50,".",NA
"600","chr2L",4782964,4785097,"VT02434",50,".",NA
"601","chr2L",4784715,4786982,"VT02435",50,".",NA
"602","chr2L",4828491,4829484,"VT02458",50,".",NA
"603","chr2L",4830640,4830925,"VT02459",50,".",NA
"604","chr2L",4832464,4833311,"VT02460",50,".",NA
"605","chr2L",4833481,4835452,"VT02461",50,".",NA
"606","chr2L",4837949,4839337,"VT02463",50,".",NA
"607","chr2L",4852851,4855075,"VT02470",50,".",NA
"608","chr2L",4852947,4854691,"R72A04",1000,"+","smog"
"609","chr2L",4854618,4856695,"VT02471",50,".",NA
"610","chr2L",4854689,4857597,"R72A07",1000,"+","smog"
"611","chr2L",4856171,4859281,"R72A09",1000,"+","smog"
"612","chr2L",4856216,4858416,"VT02472",50,".",NA
"613","chr2L",4858402,4859825,"R72A10",1000,"+","smog"
"614","chr2L",4859292,4862646,"R72A02",1000,"+",NA
"615","chr2L",4861628,4865189,"R72A11",1000,"+",NA
"616","chr2L",4866106,4869320,"R72A03",1000,"+","smog"
"617","chr2L",4867703,4869838,"VT02478",50,".",NA
"618","chr2L",4868177,4870504,"R72A01",1000,"+","smog"
"619","chr2L",4869261,4871567,"VT02479",50,".",NA
"620","chr2L",4872178,4873638,"VT02480",50,".",NA
"621","chr2L",4872666,4873879,"R72A05",1000,"+","smog"
"622","chr2L",4873864,4874865,"VT02481",50,".",NA
"623","chr2L",4874118,4874863,"R72A08",1000,"+","smog"
"624","chr2L",4875342,4875994,"R72A06",1000,"+",NA
"625","chr2L",4875915,4876677,"R72A12",1000,"+",NA
"626","chr2L",4879115,4881415,"VT02483",50,".",NA
"627","chr2L",4891315,4892162,"VT02489",50,".",NA
"628","chr2L",4892026,4894202,"VT02490",50,".",NA
"629","chr2L",4942758,4943534,"VT02512",50,".",NA
"630","chr2L",5037413,5038262,"R61E06",1000,"+",NA
"631","chr2L",5060965,5062847,"R39F04",1000,"+","qtc"
"632","chr2L",5063182,5064411,"R39B11",1000,"+","qtc"
"633","chr2L",5064480,5066173,"R39D12",1000,"+","qtc"
"634","chr2L",5065844,5066894,"R39B03",1000,"+",NA
"635","chr2L",5068104,5070315,"VT02578",50,".",NA
"636","chr2L",5068365,5069210,"R36H07",1000,"+",NA
"637","chr2L",5095281,5096276,"VT02593",50,".",NA
"638","chr2L",5096233,5097789,"VT02594",50,".",NA
"639","chr2L",5098468,5100119,"VT02595",50,".",NA
"640","chr2L",5282963,5285062,"VT02660",50,".",NA
"641","chr2L",5283304,5285002,"R10B10",1000,"+","vri"
"642","chr2L",5284374,5288345,"R11G11",1000,"+","vri"
"643","chr2L",5286059,5288286,"VT02662",50,".",NA
"644","chr2L",5287639,5291579,"R11G08",1000,"+","vri"
"645","chr2L",5289281,5291413,"VT02664",50,".",NA
"646","chr2L",5290611,5293022,"R10D11",1000,"+","vri"
"647","chr2L",5291910,5295222,"R11B02",1000,"+","vri"
"648","chr2L",5292457,5294592,"VT02666",50,".",NA
"649","chr2L",5294014,5296157,"VT02667",50,".",NA
"650","chr2L",5294137,5297840,"R11D11",1000,"+",NA
"651","chr2L",5295659,5297750,"VT02668",50,".",NA
"652","chr2L",5296651,5299334,"R10E11",1000,"+",NA
"653","chr2L",5297152,5299682,"VT02669",50,".",NA
"654","chr2L",5299658,5301792,"VT02670",50,".",NA
"655","chr2L",5299703,5303608,"R11G03",1000,"+","vri"
"656","chr2L",5302787,5304964,"VT02672",50,".",NA
"657","chr2L",5302896,5305736,"R10F10",1000,"+","vri"
"658","chr2L",5304374,5306466,"VT02673",50,".",NA
"659","chr2L",5305968,5308166,"VT02674",50,".",NA
"660","chr2L",5306069,5307655,"R10B06",1000,"+","vri"
"661","chr2L",5310867,5312206,"VT02675",50,".",NA
"662","chr2L",5347203,5348462,"R39B12",1000,"+","nompC"
"663","chr2L",5348513,5352128,"R41E11",1000,"+","nompC"
"664","chr2L",5348738,5350823,"VT02692",50,".",NA
"665","chr2L",5352149,5353571,"R39C07",1000,"+","nompC"
"666","chr2L",5353624,5355218,"R39D08",1000,"+","nompC"
"667","chr2L",5355221,5356206,"R39A11",1000,"+","nompC"
"668","chr2L",5360350,5360816,"R36E01",1000,"+",NA
"669","chr2L",5360846,5362022,"R39B09",1000,"+","nompC"
"670","chr2L",5363591,5364353,"R36G11",1000,"+",NA
"671","chr2L",5364384,5364809,"R36D08",1000,"+",NA
"672","chr2L",5365160,5368944,"R85B05",1000,"+",NA
"673","chr2L",5368279,5371124,"R85A11",1000,"+","H15"
"674","chr2L",5370593,5374415,"R85A01",1000,"+","H15"
"675","chr2L",5373354,5375015,"R85A09",1000,"+",NA
"676","chr2L",5374390,5377805,"R85A08",1000,"+",NA
"677","chr2L",5376809,5380561,"R85A03",1000,"+","H15"
"678","chr2L",5380031,5382353,"R85B01",1000,"+","H15"
"679","chr2L",5381782,5385334,"R85A04",1000,"+","H15"
"680","chr2L",5384267,5388135,"R85A12",1000,"+","H15"
"681","chr2L",5387020,5390455,"R85A10",1000,"+",NA
"682","chr2L",5389731,5392347,"R85B03",1000,"+",NA
"683","chr2L",5391806,5395402,"R81H11",1000,"+","H15"
"684","chr2L",5394831,5398499,"R85B04",1000,"+","H15"
"685","chr2L",5397545,5401455,"R85A07",1000,"+","H15"
"686","chr2L",5400903,5404025,"R81H10",1000,"+",NA
"687","chr2L",5405166,5406939,"R85B06",1000,"+",NA
"688","chr2L",5407761,5410365,"R85B02",1000,"+","H15"
"689","chr2L",5413240,5413989,"R85A02",1000,"+","H15"
"690","chr2L",5414180,5415403,"R85A05",1000,"+",NA
"691","chr2L",5450235,5454022,"R86G08",1000,"+",NA
"692","chr2L",5457567,5461308,"R86G04",1000,"+","mid"
"693","chr2L",5462075,5463893,"R86F11",1000,"+","mid"
"694","chr2L",5464207,5465244,"R86G05",1000,"+","mid"
"695","chr2L",5465434,5465950,"R86F08",1000,"+",NA
"696","chr2L",5467823,5471409,"R86G06",1000,"+","CG14020"
"697","chr2L",5469953,5471987,"R86G02",1000,"+","CG14020"
"698","chr2L",5471459,5475275,"R86G11",1000,"+",NA
"699","chr2L",5474667,5478625,"R86G03",1000,"+",NA
"700","chr2L",5477301,5480906,"R86G07",1000,"+",NA
"701","chr2L",5480079,5484053,"R86G01",1000,"+",NA
"702","chr2L",5483480,5487280,"R86G09",1000,"+",NA
"703","chr2L",5486316,5489583,"R86F09",1000,"+",NA
"704","chr2L",5488161,5490660,"R86H09",1000,"+",NA
"705","chr2L",5489558,5493102,"R86H08",1000,"+","CG14020"
"706","chr2L",5490713,5492803,"VT02769",50,".",NA
"707","chr2L",5492454,5496339,"R86H07",1000,"+",NA
"708","chr2L",5495209,5499045,"R86H03",1000,"+",NA
"709","chr2L",5497693,5501120,"R86G12",1000,"+","CG14020"
"710","chr2L",5500168,5502764,"R86H04",1000,"+","CG14020"
"711","chr2L",5501711,5505643,"R86H05",1000,"+",NA
"712","chr2L",5504802,5508574,"R86H01",1000,"+",NA
"713","chr2L",5510412,5514157,"R86H02",1000,"+","CG14020"
"714","chr2L",5537669,5538179,"VT02794",50,".",NA
"715","chr2L",5559699,5560351,"R86A04",1000,"+","GluRIIB"
"716","chr2L",5563994,5565442,"R88D08",1000,"+","GluRIIB"
"717","chr2L",5600108,5602233,"VT02828",50,".",NA
"718","chr2L",5607807,5609954,"VT02833",50,".",NA
"719","chr2L",5610126,5612891,"VT02834",50,".",NA
"720","chr2L",5623729,5626348,"VT02841",50,".",NA
"721","chr2L",5628723,5630872,"VT02843",50,".",NA
"722","chr2L",5629170,5632155,"R48D04",1000,"-","DIP-theta"
"723","chr2L",5630554,5632614,"VT02844",50,".",NA
"724","chr2L",5632418,5632955,"R46G10",1000,"-",NA
"725","chr2L",5633039,5634709,"R47D11",1000,"-",NA
"726","chr2L",5634004,5636073,"VT02846",50,".",NA
"727","chr2L",5634737,5635682,"R47A10",1000,"-","DIP-theta"
"728","chr2L",5635582,5637842,"VT02847",50,".",NA
"729","chr2L",5635757,5636763,"R47A12",1000,"-",NA
"730","chr2L",5636860,5640376,"R49C02",1000,"-",NA
"731","chr2L",5637419,5639613,"VT02848",50,".",NA
"732","chr2L",5639180,5641278,"VT02849",50,".",NA
"733","chr2L",5640636,5641888,"R47B12",1000,"-","DIP-theta"
"734","chr2L",5641910,5645481,"R49D01",1000,"-","DIP-theta"
"735","chr2L",5642635,5644715,"VT02851",50,".",NA
"736","chr2L",5645488,5647648,"R47F08",1000,"-",NA
"737","chr2L",5646097,5648294,"VT02853",50,".",NA
"738","chr2L",5646930,5650147,"R48F08",1000,"-",NA
"739","chr2L",5647704,5650003,"VT02854",50,".",NA
"740","chr2L",5651823,5653970,"VT02856",50,".",NA
"741","chr2L",5652091,5654103,"R47E12",1000,"-","DIP-theta"
"742","chr2L",5653232,5656512,"R48G04",1000,"-","DIP-theta"
"743","chr2L",5653312,5655491,"VT02857",50,".",NA
"744","chr2L",5654939,5657034,"VT02858",50,".",NA
"745","chr2L",5655567,5658436,"R48C04",1000,"-",NA
"746","chr2L",5658504,5661126,"VT02860",50,".",NA
"747","chr2L",5658960,5661849,"R48C07",1000,"-",NA
"748","chr2L",5659752,5662701,"R48C11",1000,"-","DIP-theta"
"749","chr2L",5666854,5668992,"VT02865",50,".",NA
"750","chr2L",5846251,5848288,"R18C06",1000,"+","TrissinR"
"751","chr2L",5848424,5850148,"R18B06",1000,"+","TrissinR"
"752","chr2L",5850234,5850876,"R17G01",1000,"+","TrissinR"
"753","chr2L",5851006,5851601,"R17F11",1000,"+","TrissinR"
"754","chr2L",5852236,5853020,"R17G06",1000,"+","TrissinR"
"755","chr2L",5853201,5856123,"R18G01",1000,"+","TrissinR"
"756","chr2L",5854338,5856558,"VT02963",50,".",NA
"757","chr2L",5919882,5922953,"VT02993",50,".",NA
"758","chr2L",5926005,5928099,"R29E07",1000,"+","dsf"
"759","chr2L",5927471,5929679,"VT02996",50,".",NA
"760","chr2L",5928345,5931302,"R29G10",1000,"+","dsf"
"761","chr2L",5929201,5931305,"VT02997",50,".",NA
"762","chr2L",5930578,5934344,"R30C11",1000,"+",NA
"763","chr2L",5932929,5936180,"R29H11",1000,"+","dsf"
"764","chr2L",5996470,5999337,"R81C09",1000,"-",NA
"765","chr2L",6053968,6054552,"R57B10",1000,"+","CG13995"
"766","chr2L",6054586,6056913,"R18D09",1000,"+","CG13995"
"767","chr2L",6058141,6058968,"VT03059",50,".",NA
"768","chr2L",6059880,6060560,"VT03060",50,".",NA
"769","chr2L",6070568,6071026,"VT03065",50,".",NA
"770","chr2L",6070979,6073301,"VT03066",50,".",NA
"771","chr2L",6073895,6076535,"VT03067",50,".",NA
"772","chr2L",6080040,6081691,"R87E09",1000,"+","Kr-h1"
"773","chr2L",6083670,6087428,"R81C08",1000,"+","Kr-h1"
"774","chr2L",6085959,6089669,"R81C06",1000,"+","Kr-h1"
"775","chr2L",6089145,6091444,"R81C07",1000,"+",NA
"776","chr2L",6092201,6093074,"R81C05",1000,"+",NA
"777","chr2L",6214401,6216524,"VT03137",50,".",NA
"778","chr2L",6247023,6249145,"VT03155",50,".",NA
"779","chr2L",6280041,6282115,"VT03173",50,".",NA
"780","chr2L",6348077,6349467,"VT03210",50,".",NA
"781","chr2L",6350979,6352407,"VT03211",50,".",NA
"782","chr2L",6352517,6353504,"VT03212",50,".",NA
"783","chr2L",6354235,6355030,"VT03213",50,".",NA
"784","chr2L",6356467,6357492,"VT03214",50,".",NA
"785","chr2L",6378892,6381443,"VT03222",50,".",NA
"786","chr2L",6390471,6392627,"VT03226",50,".",NA
"787","chr2L",6393720,6395914,"VT03228",50,".",NA
"788","chr2L",6397047,6399146,"VT03229",50,".",NA
"789","chr2L",6398784,6400903,"VT03230",50,".",NA
"790","chr2L",6400536,6402638,"VT03231",50,".",NA
"791","chr2L",6402155,6404407,"VT03232",50,".",NA
"792","chr2L",6403974,6406082,"VT03233",50,".",NA
"793","chr2L",6405751,6407848,"VT03234",50,".",NA
"794","chr2L",6407486,6409552,"VT03235",50,".",NA
"795","chr2L",6409209,6411313,"VT03236",50,".",NA
"796","chr2L",6412301,6413517,"VT03238",50,".",NA
"797","chr2L",6498347,6498684,"VT03273",50,".",NA
"798","chr2L",6499627,6501884,"VT03274",50,".",NA
"799","chr2L",6501559,6503679,"VT03275",50,".",NA
"800","chr2L",6503356,6505450,"VT03276",50,".",NA
"801","chr2L",6510433,6512599,"VT03280",50,".",NA
"802","chr2L",6514051,6516169,"VT03282",50,".",NA
"803","chr2L",6520886,6523090,"VT03285",50,".",NA
"804","chr2L",6522394,6524495,"VT03286",50,".",NA
"805","chr2L",6530184,6532932,"R20D05",1000,"-",NA
"806","chr2L",6532924,6535871,"R20E01",1000,"-","eya"
"807","chr2L",6536074,6538679,"R20C10",1000,"-","eya"
"808","chr2L",6538013,6541709,"R21A11",1000,"-","eya"
"809","chr2L",6540373,6544194,"R21C02",1000,"-","eya"
"810","chr2L",6543468,6546487,"R20E04",1000,"-","eya"
"811","chr2L",6547596,6549936,"R20C01",1000,"-","eya"
"812","chr2L",6548663,6551532,"R20D09",1000,"-","eya"
"813","chr2L",6550803,6553532,"R20D04",1000,"-","eya"
"814","chr2L",6688627,6689644,"VT03373",50,".",NA
"815","chr2L",6690014,6692212,"VT03374",50,".",NA
"816","chr2L",6691704,6693879,"VT03375",50,".",NA
"817","chr2L",6693330,6695541,"VT03376",50,".",NA
"818","chr2L",6696494,6698677,"VT03378",50,".",NA
"819","chr2L",6698056,6700355,"VT03379",50,".",NA
"820","chr2L",6700266,6702527,"VT03380",50,".",NA
"821","chr2L",6701996,6704200,"VT03381",50,".",NA
"822","chr2L",6703658,6705849,"VT03382",50,".",NA
"823","chr2L",6705338,6707431,"VT03383",50,".",NA
"824","chr2L",6706993,6709061,"VT03384",50,".",NA
"825","chr2L",6709047,6711458,"VT03385",50,".",NA
"826","chr2L",6713781,6714621,"R17G09",1000,"-",NA
"827","chr2L",6714619,6716051,"R18A10",1000,"-","AkhR"
"828","chr2L",6716091,6717598,"R57E05",1000,"-",NA
"829","chr2L",6742630,6745757,"R48E07",1000,"+","CG11221"
"830","chr2L",6744476,6748461,"R50C02",1000,"+",NA
"831","chr2L",6747786,6750923,"R48E09",1000,"+",NA
"832","chr2L",6750339,6754072,"R49F12",1000,"+",NA
"833","chr2L",6791799,6793261,"R14B09",1000,"-","nrv2"
"834","chr2L",6793356,6794371,"R14A06",1000,"-","nrv2"
"835","chr2L",6794558,6796363,"R14C04",1000,"-","nrv2"
"836","chr2L",6796618,6799543,"R57G03",1000,"-",NA
"837","chr2L",6813025,6815128,"VT03436",50,".",NA
"838","chr2L",6871446,6873954,"R55C11",1000,"+","Nlg2"
"839","chr2L",6872196,6874478,"VT03465",50,".",NA
"840","chr2L",6873162,6876832,"R59B07",1000,"+","Nlg2"
"841","chr2L",6873613,6875763,"VT03466",50,".",NA
"842","chr2L",6882964,6886562,"R59A12",1000,"+","Nlg2"
"843","chr2L",6884462,6886666,"VT03469",50,".",NA
"844","chr2L",6886034,6890514,"R55H05",1000,"+","Nlg2"
"845","chr2L",6886230,6888330,"VT03470",50,".",NA
"846","chr2L",6889092,6892840,"R55G05",1000,"+",NA
"847","chr2L",6891182,6893288,"VT03473",50,".",NA
"848","chr2L",6892022,6896478,"R59E08",1000,"+","Nlg2"
"849","chr2L",6896842,6897496,"VT03476",50,".",NA
"850","chr2L",6897901,6900158,"VT03477",50,".",NA
"851","chr2L",6898037,6901275,"R55F10",1000,"+",NA
"852","chr2L",6899142,6901253,"VT03478",50,".",NA
"853","chr2L",6900127,6902316,"VT03479",50,".",NA
"854","chr2L",6901336,6902277,"R54H03",1000,"+",NA
"855","chr2L",6902486,6904182,"VT03480",50,".",NA
"856","chr2L",6904294,6905061,"VT03481",50,".",NA
"857","chr2L",6906460,6907335,"VT03482",50,".",NA
"858","chr2L",6926028,6928185,"VT03491",50,".",NA
"859","chr2L",6927782,6929940,"VT03492",50,".",NA
"860","chr2L",6929493,6931746,"VT03493",50,".",NA
"861","chr2L",7037770,7038173,"R90A01",1000,"+",NA
"862","chr2L",7038156,7040497,"R25G12",1000,"+",NA
"863","chr2L",7041124,7044621,"R26E04",1000,"+",NA
"864","chr2L",7043775,7046279,"R25H08",1000,"+",NA
"865","chr2L",7045319,7048586,"R26C11",1000,"+","milt"
"866","chr2L",7047255,7050329,"R26C01",1000,"+","milt"
"867","chr2L",7086854,7090739,"R77D03",1000,"-",NA
"868","chr2L",7089761,7093355,"R77C03",1000,"-","Pvf2"
"869","chr2L",7092177,7095923,"R77E03",1000,"-",NA
"870","chr2L",7094725,7097126,"R77D04",1000,"-","Pvf2"
"871","chr2L",7097101,7100093,"R77C10",1000,"-","Pvf2"
"872","chr2L",7100518,7103265,"R77E09",1000,"-","Pvf3"
"873","chr2L",7102633,7106051,"R77C08",1000,"-","Pvf3"
"874","chr2L",7105440,7107173,"R77E11",1000,"-","Pvf3"
"875","chr2L",7107477,7110624,"R77E02",1000,"-",NA
"876","chr2L",7110007,7113925,"R77D09",1000,"-",NA
"877","chr2L",7112536,7116344,"R77D02",1000,"-",NA
"878","chr2L",7115412,7118939,"R77F01",1000,"-",NA
